title,,,,,,,,,,,,,,,,,publish_time
Porcine Deltacoronavirus Nucleocapsid Protein Suppressed IFN-β Production by Interfering Porcine RIG-I dsRNA-Binding and K63-Linked Polyubiquitination,,,,,,,,,,,,,,,,,5/9/2019
"Canine Respiratory Coronavirus, Bovine Coronavirus, and Human Coronavirus OC43: Receptors and Attachment Factors",,,,,,,,,,,,,,,,,4/5/2019
A Bioinformatics View of Glycan–Virus Interactions,,,,,,,,,,,,,,,,,4/23/2019
Discovery and Characterization of Novel Bat Coronavirus Lineages from Kazakhstan,,,,,,,,,,,,,,,,,4/17/2019
Assessment of Immunogenicity and Neutralisation Efficacy of Viral-Vectored Vaccines Against Chikungunya Virus,,,,,,,,,,,,,,,,,4/3/2019
Porcine Epidemic Diarrhea Virus (PEDV) ORF3 Interactome Reveals Inhibition of Virus Replication by Cellular VPS36 Protein,,,,,,,,,,,,,,,,,4/24/2019
A Reverse Genetics System for Cypovirus Based on a Bacmid Expressing T7 RNA Polymerase,,,,,,,,,,,,,,,,,4/1/2019
Characterization of a New Member of Alphacoronavirus with Unique Genomic Features in Rhinolophus Bats,,,,,,,,,,,,,,,,,4/24/2019
Determining the Replication Kinetics and Cellular Tropism of Influenza D Virus on Primary Well-Differentiated Human Airway Epithelial Cells,,,,,,,,,,,,,,,,,4/24/2019
HIV-1 Envelope Glycoprotein at the Interface of Host Restriction and Virus Evasion,,,,,,,,,,,,,,,,,3/30/2019
The coronavirus macrodomain is required to prevent PARP-mediated inhibition of virus replication and enhancement of IFN expression,,,,,,,,,,,,,,,,,5/16/2019
Mortality due to Cryptococcus neoformans and Cryptococcus gattii in low-income settings: an autopsy study,,,,,,,,,,,,,,,,,5/16/2019
Association between genetic polymorphisms and osteonecrosis in steroid treatment populations: a detailed stratified and dose-response meta-analysis,,,,,,,,,,,,,,,,,5/14/2019
Potential use of Pichia pastoris strain SMD1168H expressing DNA topoisomerase I in the screening of potential anti-breast cancer agents,,,,,,,,,,,,,,,,,4/30/2019
miR-1306 Mediates the Feedback Regulation of the TGF-β/SMAD Signaling Pathway in Granulosa Cells,,,,,,,,,,,,,,,,,3/31/2019
Harnessed viruses in the age of metagenomics and synthetic biology: an update on infectious clone assembly and biotechnologies of plant viruses,,,,,,,,,,,,,,,,,2/28/2019
Secretory Nanoparticles of Neospora caninum Profilin-Fused with the Transmembrane Domain of GP64 from Silkworm Hemolymph,,,,,,,,,,,,,,,,,4/10/2019
Genetic Diversity and Differentiation at Structurally Varying MHC Haplotypes and Microsatellites in Bottlenecked Populations of Endangered Crested Ibis,,,,,,,,,,,,,,,,,4/25/2019
Deleted in colorectal cancer (netrin‐1 receptor) antibodies and limbic encephalitis in a cat with hippocampal necrosis,,,,,,,,,,,,,,,,,4/3/2019
"Efficacy of an orally administered anti‐diarrheal probiotic paste (Pro‐Kolin Advanced) in dogs with acute diarrhea: A randomized, placebo‐controlled, double‐blinded clinical study",,,,,,,,,,,,,,,,,3/18/2019
Perspectives in veterinary medicine: Description and classification of bronchiolar disorders in cats,,,,,,,,,,,,,,,,,4/13/2019
Vaccination With a Single Consensus Envelope Protein Ectodomain Sequence Administered in a Heterologous Regimen Induces Tetravalent Immune Responses and Protection Against Dengue Viruses in Mice,,,,,,,,,,,,,,,,,5/10/2019
Structural comparison strengthens the higher-order classification of proteases related to chymotrypsin,,,,,,,,,,,,,,,,,5/17/2019
Function of the RNA Coliphage Qβ Proteins in Medical In Vitro Evolution,,,,,,,,,,,,,,,,,5/31/2018
Paramyxovirus Infections in Ex Vivo Lung Slice Cultures of Different Host Species,,,,,,,,,,,,,,,,,3/27/2018
"A computational method for the identification of Dengue, Zika and Chikungunya virus species and genotypes",,,,,,,,,,,,,,,,,5/8/2019
DNA Vaccines Against Mycoplasma Elicit Humoral Immune Responses in Ostriches,,,,,,,,,,,,,,,,,5/14/2019
Epidemiology of respiratory viral infections in people with acute respiratory tract infections in Africa: the VARIAFRICA systematic review and meta-analysis protocol,,,,,,,,,,,,,,,,,5/20/2019
Weekly ILI patient ratio change prediction using news articles with support vector machine,,,,,,,,,,,,,,,,,5/20/2019
Bovine respiratory syncytial virus in experimentally exposed and rechallenged calves; viral shedding related to clinical signs and the potential for transmission,,,,,,,,,,,,,,,,,5/20/2019
Which Threats to Global Health Pose a Problem for Turkey’s Health?,,,,,,,,,,,,,,,,,5/10/2019
Perturbation of Thymocyte Development Underlies the PRRS Pandemic: A Testable Hypothesis,,,,,,,,,,,,,,,,,5/15/2019
Cyberbiosecurity Challenges of Pathogen Genome Databases,,,,,,,,,,,,,,,,,5/15/2019
IRF1 Maintains Optimal Constitutive Expression of Antiviral Genes and Regulates the Early Antiviral Response,,,,,,,,,,,,,,,,,5/15/2019
A Statistical Similarity/Dissimilarity Analysis of Protein Sequences Based on a Novel Group Representative Vector,,,,,,,,,,,,,,,,,5/8/2019
Rapid and Sensitive Recombinase Polymerase Amplification Combined With Lateral Flow Strip for Detecting African Swine Fever Virus,,,,,,,,,,,,,,,,,5/15/2019
Identification of a Novel Hypovirulence-Inducing Hypovirus From Alternaria alternata,,,,,,,,,,,,,,,,,5/15/2019
Human LAP(+)GARP(+)FOXP3(+) regulatory T cells attenuate xenogeneic graft versus host disease,,,,,,,,,,,,,,,,,4/12/2019
Relevance of Autophagy Induction by Gastrointestinal Hormones: Focus on the Incretin-Based Drug Target and Glucagon,,,,,,,,,,,,,,,,,5/16/2019
Kinome-Wide RNA Interference Screening Identifies Mitogen-Activated Protein Kinases and Phosphatidylinositol Metabolism as Key Factors for Rabies Virus Infection,,,,,,,,,,,,,,,,,5/22/2019
Dietary Quercetin Increases Colonic Microbial Diversity and Attenuates Colitis Severity in Citrobacter rodentium-Infected Mice,,,,,,,,,,,,,,,,,5/16/2019
Functional Involvement of Interferon-Inducible Transmembrane Proteins in Antiviral Immunity,,,,,,,,,,,,,,,,,5/16/2019
Fecal Viral Diversity of Captive and Wild Tasmanian Devils Characterized Using Virion-Enriched Metagenomics and Metatranscriptomics,,,,,,,,,,,,,,,,,5/15/2019
Characterization of antiviral T cell responses during primary and secondary challenge of laboratory cats with feline infectious peritonitis virus (FIPV),,,,,,,,,,,,,,,,,5/22/2019
Arab world’s growing contribution to global leishmaniasis research (1998–2017): a bibliometric study,,,,,,,,,,,,,,,,,5/22/2019
"Longitudinal study of humoral immunity to bovine coronavirus, virus shedding, and treatment for bovine respiratory disease in pre-weaned beef calves",,,,,,,,,,,,,,,,,5/22/2019
Healthcare-Associated Pneumonia: Don't Forget About Respiratory Viruses!,,,,,,,,,,,,,,,,,5/16/2019
Vesicular Stomatitis Virus-Based Vaccine Protects Mice against Crimean-Congo Hemorrhagic Fever,,,,,,,,,,,,,,,,,5/23/2019
Evidence for Cross-Protection Against Subsequent Febrile Respiratory Illness Episodes From Prior Infections by Different Viruses Among Singapore Military Recruits 2009–2014,,,,,,,,,,,,,,,,,6/15/2019
Uganda public health fellowship program’s contribution to building a resilient and sustainable public health system in Uganda,,,,,,,,,,,,,,,,,5/23/2019
Bactrian camels shed large quantities of Middle East respiratory syndrome coronavirus (MERS-CoV) after experimental infection,,,,,,,,,,,,,,,,,5/23/2019
Development and evaluation of a real-time RT-PCR and a field-deployable RT-insulated isothermal PCR for the detection of Seneca Valley virus,,,,,,,,,,,,,,,,,5/24/2019
Immunomodulatory Effect after Irreversible Electroporation in Patients with Locally Advanced Pancreatic Cancer,,,,,,,,,,,,,,,,,5/12/2019
Global status of Middle East respiratory syndrome coronavirus in dromedary camels: a systematic review – CORRIGENDUM,,,,,,,,,,,,,,,,,5/17/2019
The 2017 Oslo conference report on neglected tropical diseases and emerging/re-emerging infectious diseases – focus on populations underserved,,,,,,,,,,,,,,,,,5/28/2019
Chemical screen identifies a geroprotective role of quercetin in premature aging,,,,,,,,,,,,,,,,,8/1/2018
Flavivirus Replication Organelle Biogenesis in the Endoplasmic Reticulum: Comparison with Other Single-Stranded Positive-Sense RNA Viruses,,,,,,,,,,,,,,,,,5/11/2019
In Vitro and in Vivo Antiviral Activity of Mizoribine Against Foot-And-Mouth Disease Virus,,,,,,,,,,,,,,,,,5/3/2019
A Novel Immunochromatographic Strip for Antigen Detection of Avian Infectious Bronchitis Virus,,,,,,,,,,,,,,,,,5/6/2019
Efficient production of glycyrrhetinic acid in metabolically engineered Saccharomyces cerevisiae via an integrated strategy,,,,,,,,,,,,,,,,,5/28/2019
In vitro antiviral activity of fifteen plant extracts against avian infectious bronchitis virus,,,,,,,,,,,,,,,,,5/29/2019
Emodin Rescues Intrahepatic Cholestasis via Stimulating FXR/BSEP Pathway in Promoting the Canalicular Export of Accumulated Bile,,,,,,,,,,,,,,,,,5/22/2019
Neisseria gonorrhoeae uses cellular proteins CXCL10 and IL8 to enhance HIV‐1 transmission across cervical mucosa,,,,,,,,,,,,,,,,,4/11/2019
Molecular and serological surveys of canine distemper virus: A meta-analysis of cross-sectional studies,,,,,,,,,,,,,,,,,5/29/2019
Lessening of porcine epidemic diarrhoea virus susceptibility in piglets after editing of the CMP-N-glycolylneuraminic acid hydroxylase gene with CRISPR/Cas9 to nullify N-glycolylneuraminic acid expression,,,,,,,,,,,,,,,,,5/29/2019
Development of a fluorescent loop-mediated isothermal amplification assay for rapid and simple diagnosis of bovine leukemia virus infection,,,,,,,,,,,,,,,,,3/27/2019
Sepsis and septic shock: endothelial molecular pathogenesis associated with vascular microthrombotic disease,,,,,,,,,,,,,,,,,5/30/2019
"Severe Acute Respiratory Infections With Influenza and Noninfluenza Respiratory Viruses: Yemen, 2011-2016",,,,,,,,,,,,,,,,,5/29/2019
Serological evidence and experimental infection of cynomolgus macaques with pteropine orthoreovirus reveal monkeys as potential hosts for transmission to humans,,,,,,,,,,,,,,,,,5/28/2019
Convalescent patient-derived monoclonal antibodies targeting different epitopes of E protein confer protection against Zika virus in a neonatal mouse model,,,,,,,,,,,,,,,,,5/25/2019
Single intranasal immunization with chimpanzee adenovirus-based vaccine induces sustained and protective immunity against MERS-CoV infection,,,,,,,,,,,,,,,,,5/25/2019
Trends in the travelers’ demand for pre-travel medical advice at a Spanish International Vaccination Center between 2000 and 2017,,,,,,,,,,,,,,,,,5/30/2019
SPI-1 is a missing host-range factor required for replication of the attenuated modified vaccinia Ankara (MVA) vaccine vector in human cells,,,,,,,,,,,,,,,,,5/30/2019
"Editorial: Concepts and Experiences in Framing, Integration and Evaluation of One Health and EcoHealth",,,,,,,,,,,,,,,,,5/24/2019
A dual controllability analysis of influenza virus-host protein-protein interaction networks for antiviral drug target discovery,,,,,,,,,,,,,,,,,6/3/2019
Human coronavirus alone or in co-infection with rhinovirus C is a risk factor for severe respiratory disease and admission to the pediatric intensive care unit: A one-year study in Southeast Brazil,,,,,,,,,,,,,,,,,6/3/2019
Modulation of HIV-1 Gag/Gag-Pol frameshifting by tRNA abundance,,,,,,,,,,,,,,,,,6/4/2019
Porcine parvovirus VP1/VP2 on a time series epitope mapping: exploring the effects of high hydrostatic pressure on the immune recognition of antigens,,,,,,,,,,,,,,,,,6/3/2019
Iranian Emergency Medical Service Response in Disaster; Report of three Earthquakes,,,,,,,,,,,,,,,,,1/14/2019
Interleukin-35 as an Emerging Player in Tumor Microenvironment,,,,,,,,,,,,,,,,,5/12/2019
SARS-Coronavirus Open Reading Frame-8b triggers intracellular stress pathways and activates NLRP3 inflammasomes,,,,,,,,,,,,,,,,,6/5/2019
Spectrum of Viral Infections Among Primary Immunodeficient Children: Report From a National Registry,,,,,,,,,,,,,,,,,5/29/2019
"Acute Phase Proteins in Marine Mammals: State of Art, Perspectives and Challenges",,,,,,,,,,,,,,,,,5/29/2019
Antibody Treatment against Angiopoietin-Like 4 Reduces Pulmonary Edema and Injury in Secondary Pneumococcal Pneumonia,,,,,,,,,,,,,,,,,6/4/2019
Quantifying the seasonal drivers of transmission for Lassa fever in Nigeria,,,,,,,,,,,,,,,,,6/24/2019
"Evaluation of the influenza-like illness surveillance system in Tunisia, 2012–2015",,,,,,,,,,,,,,,,,6/6/2019
Houttuynia cordata Thunb. and its bioactive compound 2-undecanone significantly suppress benzo(a)pyrene-induced lung tumorigenesis by activating the Nrf2-HO-1/NQO-1 signaling pathway,,,,,,,,,,,,,,,,,6/7/2019
iProt-Sub: a comprehensive package for accurately mapping and predicting protease-specific substrates and cleavage sites,,,,,,,,,,,,,,,,,4/19/2018
ADAM17-dependent signaling is required for oncogenic human papillomavirus entry platform assembly,,,,,,,,,,,,,,,,,5/20/2019
Development of a Novel Ex-vivo 3D Model to Screen Amoebicidal Activity on Infected Tissue,,,,,,,,,,,,,,,,,6/10/2019
The MAP3K7-mTOR Axis Promotes the Proliferation and Malignancy of Hepatocellular Carcinoma Cells,,,,,,,,,,,,,,,,,6/4/2019
Outbreak analytics: a developing data science for informing the response to emerging pathogens,,,,,,,,,,,,,,,,,7/8/2019
Transcriptome analysis of responses to bluetongue virus infection in Aedes albopictus cells,,,,,,,,,,,,,,,,,6/10/2019
Single organelle analysis to characterize mitochondrial function and crosstalk during viral infection,,,,,,,,,,,,,,,,,6/11/2019
Quality of life reported by survivors after hospitalization for Middle East respiratory syndrome (MERS),,,,,,,,,,,,,,,,,6/11/2019
"Incidence, Severity and Impact of Influenza: a joint meeting organised by the ISIRV Epidemiology Group and ECDC, Stockholm, 2019",,,,,,,,,,,,,,,,,6/6/2019
Origins of Enterovirus Replication Organelles Established by Whole-Cell Electron Microscopy,,,,,,,,,,,,,,,,,6/11/2019
A metaanalysis of bat phylogenetics and positive selection based on genomes and transcriptomes from 18 species,,,,,,,,,,,,,,,,,6/4/2019
Approaches to Interrogating the Human Memory B-Cell and Memory-Derived Antibody Repertoire Following Dengue Virus Infection,,,,,,,,,,,,,,,,,6/6/2019
"Seroprevalence of Rodent Pathogens in Wild Rats from the Island of St. Kitts, West Indies",,,,,,,,,,,,,,,,,5/10/2019
Regulation of Ribosomal Proteins on Viral Infection,,,,,,,,,,,,,,,,,5/27/2019
Chapparvovirus DNA Found in 4% of Dogs with Diarrhea,,,,,,,,,,,,,,,,,4/27/2019
Human Hepatitis B Virus Core Protein Inhibits IFNα-Induced IFITM1 Expression by Interacting with BAF200,,,,,,,,,,,,,,,,,5/9/2019
Efficient Production of Human Norovirus-Specific IgY in Egg Yolks by Vaccination of Hens with a Recombinant Vesicular Stomatitis Virus Expressing VP1 Protein,,,,,,,,,,,,,,,,,5/16/2019
Extracellular Vesicles and Ebola Virus: A New Mechanism of Immune Evasion,,,,,,,,,,,,,,,,,5/2/2019
"The Utility of Data Transformation for Alignment, De Novo Assembly and Classification of Short Read Virus Sequences",,,,,,,,,,,,,,,,,4/26/2019
Coxsackievirus B3 Responds to Polyamine Depletion via Enhancement of 2A and 3C Protease Activity,,,,,,,,,,,,,,,,,4/30/2019
Novel Bat Alphacoronaviruses in Southern China Support Chinese Horseshoe Bats as an Important Reservoir for Potential Novel Coronaviruses,,,,,,,,,,,,,,,,,5/7/2019
Exploiting the Legacy of the Arbovirus Hunters,,,,,,,,,,,,,,,,,5/23/2019
The Third Annual Meeting of the European Virus Bioinformatics Center,,,,,,,,,,,,,,,,,5/5/2019
Antiviral RNAi in Insects and Mammals: Parallels and Differences,,,,,,,,,,,,,,,,,5/16/2019
"Characteristics of the Life Cycle of Porcine Deltacoronavirus (PDCoV) In Vitro: Replication Kinetics, Cellular Ultrastructure and Virion Morphology, and Evidence of Inducing Autophagy",,,,,,,,,,,,,,,,,5/18/2019
Epidemiology of respiratory infections among adults in Qatar (2012-2017),,,,,,,,,,,,,,,,,6/13/2019
A qualitative descriptive study of the contextual factors influencing the practice of emergency nurses in managing emerging infectious diseases,,,,,,,,,,,,,,,,,6/11/2019
Health and zoonotic Infections of snow leopards Panthera unica in the South Gobi desert of Mongolia,,,,,,,,,,,,,,,,,6/5/2019
Antibodies and vaccines against Middle East respiratory syndrome coronavirus,,,,,,,,,,,,,,,,,6/6/2019
Applications of Nanodiamonds in the Detection and Therapy of Infectious Diseases,,,,,,,,,,,,,,,,,5/20/2019
"Human adenovirus among hospitalized children with respiratory tract infections in Beijing, China, 2017–2018",,,,,,,,,,,,,,,,,6/13/2019
"Health system capacity in Sydney, Australia in the event of a biological attack with smallpox",,,,,,,,,,,,,,,,,6/14/2019
Protein quality control in the nucleolus safeguards recovery of epigenetic regulators after heat shock,,,,,,,,,,,,,,,,,6/14/2019
